Node1,Node2,Relationship
GO:0032807,GO:0070419,Uncle/Nephew：1 (叔侄节点)
GO:0030645,GO:0019605,Uncle：1/Nephew (叔侄节点)
GO:0015107,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:2001158,GO:0031331,Uncle：1/Nephew (叔侄节点)
GO:1902322,GO:0042304,Sibling (兄弟节点)
GO:1902667,GO:0010975,Uncle/Nephew：1 (叔侄节点)
GO:0001716,GO:0008131,Sibling (兄弟节点)
GO:0015383,GO:0005452,Uncle/Nephew：1 (叔侄节点)
GO:0019008,GO:0140535,Sibling (兄弟节点)
GO:1905589,GO:0034764,Uncle：1/Nephew (叔侄节点)
GO:1903826,GO:0072337,Uncle/Nephew：1 (叔侄节点)
GO:0033070,GO:0072339,Sibling (兄弟节点)
GO:0046942,GO:0015849,Uncle/Nephew：1 (叔侄节点)
GO:0005955,GO:0008287,Uncle：1/Nephew (叔侄节点)
GO:0071239,GO:1902075,Uncle/Nephew：1 (叔侄节点)
GO:1904352,GO:0045732,Uncle：1/Nephew (叔侄节点)
GO:0051476,GO:1905039,Uncle/Nephew：1 (叔侄节点)
GO:0015498,GO:0005343,Sibling (兄弟节点)
GO:0030209,GO:0046365,Uncle：1/Nephew (叔侄节点)
GO:0015735,GO:1905039,Uncle：1/Nephew (叔侄节点)
GO:0060069,GO:0032879,Uncle：1/Nephew (叔侄节点)
GO:0021547,GO:0048859,Sibling (兄弟节点)
GO:0015364,GO:0005452,Uncle/Nephew：1 (叔侄节点)
GO:0106069,GO:0044815,Uncle/Nephew：1 (叔侄节点)
GO:0005372,GO:1901702,Uncle/Nephew：1 (叔侄节点)
GO:0034149,GO:0062208,Uncle：1/Nephew (叔侄节点)
GO:1900556,GO:0072340,Uncle/Nephew：1 (叔侄节点)
GO:0006101,GO:0006807,Uncle：1/Nephew (叔侄节点)
GO:0120122,GO:0042445,Uncle：1/Nephew (叔侄节点)
GO:0030186,GO:0042445,Uncle：1/Nephew (叔侄节点)
GO:0036054,GO:0140096,Uncle：1/Nephew (叔侄节点)
GO:0103064,GO:0000030,Sibling (兄弟节点)
GO:0070214,GO:0140535,Sibling (兄弟节点)
GO:0034136,GO:0002683,Uncle：1/Nephew (叔侄节点)
GO:0046873,GO:0008324,Uncle：1/Nephew (叔侄节点)
GO:0030047,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:1904361,GO:0051094,Uncle：1/Nephew (叔侄节点)
GO:1990529,GO:0031501,Sibling (兄弟节点)
GO:0017148,GO:0051248,Uncle/Nephew：1 (叔侄节点)
GO:0015556,GO:0046943,Uncle：1/Nephew (叔侄节点)
GO:0046202,GO:1901566,Sibling (兄弟节点)
GO:0015109,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:0043132,GO:0051503,Uncle/Nephew：1 (叔侄节点)
GO:0016598,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0042869,GO:1905039,Uncle：1/Nephew (叔侄节点)
GO:0097184,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:0070765,GO:1902494,Uncle：1/Nephew (叔侄节点)
GO:1901729,GO:0046395,Sibling (兄弟节点)
GO:0070331,GO:1902494,Sibling (兄弟节点)
GO:0043682,GO:1901682,Uncle：1/Nephew (叔侄节点)
GO:0061875,GO:0048523,Uncle：1/Nephew (叔侄节点)
GO:0042962,GO:0015078,Uncle：1/Nephew (叔侄节点)
GO:0031139,GO:0048518,Uncle：1/Nephew (叔侄节点)
GO:1900341,GO:0051173,Uncle/Nephew：1 (叔侄节点)
GO:1990760,GO:0022839,Sibling (兄弟节点)
GO:0018184,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0015942,GO:0006807,Uncle：1/Nephew (叔侄节点)
GO:0002050,GO:0046700,Uncle：1/Nephew (叔侄节点)
GO:0008104,GO:0070727,Sibling (兄弟节点)
GO:0034173,GO:0062208,Uncle：1/Nephew (叔侄节点)
GO:1900790,GO:0072339,Sibling (兄弟节点)
GO:0102039,GO:0051920,Uncle：1/Nephew (叔侄节点)
GO:0018872,GO:0019752,Uncle/Nephew：1 (叔侄节点)
GO:0071462,GO:1902075,Uncle/Nephew：1 (叔侄节点)
GO:0070811,GO:0055085,Uncle：1/Nephew (叔侄节点)
GO:2000865,GO:2000832,Sibling (兄弟节点)
GO:0015912,GO:0015908,Sibling (兄弟节点)
GO:0006700,GO:0042446,Uncle/Nephew：1 (叔侄节点)
GO:0042166,GO:0050997,Uncle/Nephew：1 (叔侄节点)
GO:1903706,GO:0060284,Uncle/Nephew：1 (叔侄节点)
GO:0014047,GO:0042886,Uncle：1/Nephew (叔侄节点)
GO:0008418,GO:0140096,Uncle：1/Nephew (叔侄节点)
GO:0018411,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0006653,GO:0046470,Uncle/Nephew：1 (叔侄节点)
GO:0006417,GO:0051246,Uncle/Nephew：1 (叔侄节点)
GO:0015233,GO:0046943,Uncle/Nephew：1 (叔侄节点)
GO:2000060,GO:0031331,Uncle：1/Nephew (叔侄节点)
GO:0120292,GO:1903221,Uncle/Nephew：1 (叔侄节点)
GO:0019541,GO:0006807,Uncle：1/Nephew (叔侄节点)
GO:0034745,GO:0140535,Sibling (兄弟节点)
GO:0140425,GO:0140271,Uncle/Nephew：1 (叔侄节点)
GO:0004985,GO:0004930,Uncle：1/Nephew (叔侄节点)
GO:0047883,GO:0052595,Sibling (兄弟节点)
GO:0072706,GO:1901700,Uncle/Nephew：1 (叔侄节点)
GO:0006879,GO:0030003,Uncle：1/Nephew (叔侄节点)
GO:0045455,GO:0042445,Uncle：1/Nephew (叔侄节点)
GO:0034152,GO:0009968,Uncle：1/Nephew (叔侄节点)
GO:1900606,GO:0019752,Uncle/Nephew：1 (叔侄节点)
GO:1990933,GO:0000226,Sibling (兄弟节点)
GO:0015566,GO:0015101,Uncle/Nephew：1 (叔侄节点)
GO:0075528,GO:0019048,Uncle：1/Nephew (叔侄节点)
GO:0060409,GO:0031325,Uncle：1/Nephew (叔侄节点)
GO:0120108,GO:0016462,Uncle/Nephew：1 (叔侄节点)
GO:0036255,GO:1902074,Uncle：1/Nephew (叔侄节点)
GO:1904334,GO:0098711,Uncle/Nephew：1 (叔侄节点)
GO:0047058,GO:0016728,Uncle：1/Nephew (叔侄节点)
GO:1900576,GO:0019752,Uncle/Nephew：1 (叔侄节点)
GO:1990109,GO:0048544,Sibling (兄弟节点)
GO:0071089,GO:1902494,Uncle：1/Nephew (叔侄节点)
GO:0015310,GO:0015297,Uncle：1/Nephew (叔侄节点)
GO:0006536,GO:0043603,Uncle：1/Nephew (叔侄节点)
GO:0140673,GO:0006338,Uncle：1/Nephew (叔侄节点)
GO:0071521,GO:1905360,Uncle/Nephew：1 (叔侄节点)
GO:0046403,GO:0016791,Uncle：1/Nephew (叔侄节点)
GO:1900081,GO:0031329,Uncle：1/Nephew (叔侄节点)
GO:0099116,GO:0000966,Uncle：1/Nephew (叔侄节点)
GO:1900924,GO:0034763,Uncle：1/Nephew (叔侄节点)
GO:0046034,GO:0009150,Uncle/Nephew：1 (叔侄节点)
GO:0010731,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0050158,GO:0004152,Uncle/Nephew：1 (叔侄节点)
GO:0009337,GO:1902494,Uncle/Nephew：1 (叔侄节点)
GO:0050333,GO:0016462,Uncle：1/Nephew (叔侄节点)
GO:0060525,GO:0048856,Uncle：1/Nephew (叔侄节点)
GO:0032849,GO:0048518,Uncle：1/Nephew (叔侄节点)
GO:0071067,GO:1902494,Uncle：1/Nephew (叔侄节点)
GO:2000866,GO:2000833,Sibling (兄弟节点)
GO:0035352,GO:0072530,Uncle/Nephew：1 (叔侄节点)
GO:0098709,GO:0098739,Uncle：1/Nephew (叔侄节点)
GO:0015539,GO:0046943,Uncle：1/Nephew (叔侄节点)
GO:0019656,GO:0006067,Uncle：1/Nephew (叔侄节点)
GO:1990622,GO:0140513,Sibling (兄弟节点)
GO:0009356,GO:1902494,Uncle/Nephew：1 (叔侄节点)
GO:0044003,GO:0035821,Uncle：1/Nephew (叔侄节点)
GO:0015327,GO:0015297,Uncle：1/Nephew (叔侄节点)
GO:1900541,GO:0046394,Sibling (兄弟节点)
GO:0090371,GO:0034762,Sibling (兄弟节点)
GO:1902266,GO:0055082,Uncle：1/Nephew (叔侄节点)
GO:0010856,GO:0010854,Uncle/Nephew：1 (叔侄节点)
GO:1902031,GO:1900542,Uncle/Nephew：1 (叔侄节点)
GO:0070421,GO:1902494,Uncle/Nephew：1 (叔侄节点)
GO:0140735,GO:1901570,Uncle/Nephew：1 (叔侄节点)
GO:1904313,GO:0014075,Uncle/Nephew：1 (叔侄节点)
GO:0046305,GO:0016053,Sibling (兄弟节点)
GO:0046679,GO:1901698,Uncle/Nephew：1 (叔侄节点)
GO:0044159,GO:0033647,Uncle/Nephew：1 (叔侄节点)
GO:0015887,GO:1905039,Uncle/Nephew：1 (叔侄节点)
GO:0033484,GO:0055082,Uncle/Nephew：1 (叔侄节点)
GO:0080144,GO:0055082,Sibling (兄弟节点)
GO:0106295,GO:0042759,Sibling (兄弟节点)
GO:2000441,GO:0009968,Uncle：1/Nephew (叔侄节点)
GO:1900600,GO:0019752,Uncle/Nephew：1 (叔侄节点)
GO:0039604,GO:0039595,Uncle/Nephew：1 (叔侄节点)
GO:0019618,GO:1901568,Uncle：1/Nephew (叔侄节点)
GO:0015807,GO:0006865,Sibling (兄弟节点)
GO:0015685,GO:0033214,Sibling (兄弟节点)
GO:0018984,GO:0006790,Uncle/Nephew：1 (叔侄节点)
GO:0017177,GO:1902494,Uncle/Nephew：1 (叔侄节点)
GO:0048643,GO:1901863,Uncle：1/Nephew (叔侄节点)
GO:0015311,GO:0015078,Uncle：1/Nephew (叔侄节点)
GO:0075297,GO:0010948,Uncle：1/Nephew (叔侄节点)
GO:0055073,GO:0055080,Uncle：1/Nephew (叔侄节点)
GO:1901538,GO:0040029,No Specific Relationship
GO:0032848,GO:0048519,Uncle：1/Nephew (叔侄节点)
GO:0089704,GO:0015813,Sibling (兄弟节点)
GO:0090296,GO:1901858,Uncle：1/Nephew (叔侄节点)
GO:0070927,GO:0032410,Uncle/Nephew：1 (叔侄节点)
GO:1902898,GO:1901568,Uncle/Nephew：1 (叔侄节点)
GO:0002049,GO:1901362,Uncle：1/Nephew (叔侄节点)
GO:0010317,GO:1902494,Sibling (兄弟节点)
GO:0051920,GO:0004601,Sibling (兄弟节点)
GO:0015200,GO:1901702,Uncle/Nephew：1 (叔侄节点)
GO:1990221,GO:1902494,Sibling (兄弟节点)
GO:0090220,GO:0022414,Grandparent-Grandchild (爷孙节点)
GO:1900658,GO:0062012,Uncle：1/Nephew (叔侄节点)
GO:0034160,GO:0039532,Uncle/Nephew：1 (叔侄节点)
GO:0055073,GO:0098771,Uncle：1/Nephew (叔侄节点)
GO:0045734,GO:0051171,Uncle：1/Nephew (叔侄节点)
GO:0052652,GO:0006163,Uncle：1/Nephew (叔侄节点)
GO:0034741,GO:1905360,Uncle/Nephew：1 (叔侄节点)
GO:1900577,GO:0046395,Sibling (兄弟节点)
GO:0018282,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0045091,GO:2001141,No Specific Relationship
GO:0015081,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:1902438,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:0061576,GO:1902494,Sibling (兄弟节点)
GO:1990609,GO:0055103,Sibling (兄弟节点)
GO:0009065,GO:0009063,Uncle/Nephew：1 (叔侄节点)
GO:0080162,GO:0055085,Uncle/Nephew：1 (叔侄节点)
GO:1902668,GO:0010977,Uncle/Nephew：1 (叔侄节点)
GO:0090693,GO:0032502,Grandparent-Grandchild (爷孙节点)
GO:2000631,GO:1903798,Uncle/Nephew：1 (叔侄节点)
GO:0062158,GO:0015108,Uncle/Nephew：1 (叔侄节点)
GO:0033638,GO:0033635,Uncle：1/Nephew (叔侄节点)
GO:0071301,GO:1902075,Uncle：1/Nephew (叔侄节点)
GO:0033881,GO:0008410,No Specific Relationship
GO:0072376,GO:0051604,Sibling (兄弟节点)
GO:1904213,GO:1903960,Uncle/Nephew：1 (叔侄节点)
GO:0072706,GO:0010033,Uncle/Nephew：1 (叔侄节点)
GO:0031427,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:1900647,GO:0031327,Uncle：1/Nephew (叔侄节点)
GO:0045915,GO:0031325,Uncle：1/Nephew (叔侄节点)
GO:0018864,GO:0018942,Uncle/Nephew：1 (叔侄节点)
GO:0071277,GO:1902075,Uncle：1/Nephew (叔侄节点)
GO:0034168,GO:0002683,Uncle：1/Nephew (叔侄节点)
GO:1902065,GO:1902074,Uncle：1/Nephew (叔侄节点)
GO:2001299,GO:0009063,Uncle/Nephew：1 (叔侄节点)
GO:2000440,GO:0062207,Uncle：1/Nephew (叔侄节点)
GO:0015310,GO:0022853,Uncle：1/Nephew (叔侄节点)
GO:0120001,GO:0005886,Uncle：1/Nephew (叔侄节点)
GO:0008210,GO:0042445,Uncle：1/Nephew (叔侄节点)
GO:1905242,GO:1902074,Uncle：1/Nephew (叔侄节点)
GO:0061059,GO:0062208,Sibling (兄弟节点)
GO:0018180,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0036205,GO:0030163,Uncle：1/Nephew (叔侄节点)
GO:2001156,GO:0031329,Uncle：1/Nephew (叔侄节点)
GO:0035279,GO:0061157,Uncle：1/Nephew (叔侄节点)
GO:0070084,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0045847,GO:0032108,Uncle/Nephew：1 (叔侄节点)
GO:0014726,GO:0048635,Uncle：1/Nephew (叔侄节点)
GO:0015129,GO:1901702,Uncle/Nephew：1 (叔侄节点)
GO:1901730,GO:0046394,Sibling (兄弟节点)
GO:0008192,GO:0140098,Uncle：1/Nephew (叔侄节点)
GO:0018984,GO:0006082,Sibling (兄弟节点)
GO:1904782,GO:0032413,Uncle/Nephew：1 (叔侄节点)
GO:0072339,GO:1901566,Uncle：1/Nephew (叔侄节点)
GO:0097603,GO:0022839,Sibling (兄弟节点)
GO:0008074,GO:1902494,Sibling (兄弟节点)
GO:1905009,GO:0034763,Uncle：1/Nephew (叔侄节点)
GO:0043210,GO:0043177,Uncle：1/Nephew (叔侄节点)
GO:0015791,GO:0055085,Uncle：1/Nephew (叔侄节点)
GO:0101031,GO:0140535,Sibling (兄弟节点)
GO:0003842,GO:0016620,Uncle：1/Nephew (叔侄节点)
GO:0015830,GO:1901571,Uncle：1/Nephew (叔侄节点)
GO:0019289,GO:0046394,Sibling (兄弟节点)
GO:0044409,GO:0044000,Sibling (兄弟节点)
GO:0071272,GO:0006790,Uncle：1/Nephew (叔侄节点)
GO:0103023,GO:0017111,Uncle/Nephew：1 (叔侄节点)
GO:0006486,GO:0036211,Uncle/Nephew：1 (叔侄节点)
GO:1903829,GO:0048522,Sibling (兄弟节点)
GO:0015308,GO:0015078,Uncle：1/Nephew (叔侄节点)
GO:0036103,GO:1901568,Uncle：1/Nephew (叔侄节点)
GO:0090614,GO:0016814,Uncle/Nephew：1 (叔侄节点)
GO:1900468,GO:0031326,Uncle：1/Nephew (叔侄节点)
GO:0097185,GO:1902075,Uncle/Nephew：1 (叔侄节点)
GO:0015698,GO:0006810,Uncle：1/Nephew (叔侄节点)
GO:0005186,GO:0048018,Sibling (兄弟节点)
GO:0015797,GO:0034219,Sibling (兄弟节点)
GO:0051475,GO:0034219,Sibling (兄弟节点)
GO:2000634,GO:1903798,Uncle/Nephew：1 (叔侄节点)
GO:0009821,GO:0044550,Uncle：1/Nephew (叔侄节点)
GO:0071319,GO:1902075,Uncle/Nephew：1 (叔侄节点)
GO:0006791,GO:0031667,No Specific Relationship
GO:0015098,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:0042925,GO:1901702,Uncle/Nephew：1 (叔侄节点)
GO:0044659,GO:0051673,Uncle：1/Nephew (叔侄节点)
GO:0046343,GO:0006790,Uncle：1/Nephew (叔侄节点)
GO:0046618,GO:0055085,Uncle/Nephew：1 (叔侄节点)
GO:1902081,GO:0051926,Uncle/Nephew：1 (叔侄节点)
GO:0015220,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:0098771,GO:0048878,Uncle：1/Nephew (叔侄节点)
GO:0039532,GO:0002683,Uncle：1/Nephew (叔侄节点)
GO:0015516,GO:0015297,Uncle：1/Nephew (叔侄节点)
GO:1904276,GO:0046890,Sibling (兄弟节点)
GO:0042780,GO:0031123,Uncle：1/Nephew (叔侄节点)
GO:0048872,GO:0048871,Sibling (兄弟节点)
GO:0052594,GO:0052595,Sibling (兄弟节点)
GO:0016538,GO:0003674,No Specific Relationship
GO:0045763,GO:0031324,Uncle/Nephew：1 (叔侄节点)
GO:0034556,GO:0046857,Uncle：1/Nephew (叔侄节点)
GO:1901150,GO:0019751,Uncle/Nephew：1 (叔侄节点)
GO:0070331,GO:0140535,Sibling (兄弟节点)
GO:1900331,GO:0033239,Sibling (兄弟节点)
GO:0052337,GO:0052183,Uncle：1/Nephew (叔侄节点)
GO:0004651,GO:0016791,Uncle：1/Nephew (叔侄节点)
GO:1903231,GO:0030371,Uncle：1/Nephew (叔侄节点)
GO:0034246,GO:0140110,Grandparent-Grandchild (爷孙节点)
GO:0015108,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:0002049,GO:0019438,Uncle：1/Nephew (叔侄节点)
GO:0015436,GO:0033284,Uncle/Nephew：1 (叔侄节点)
GO:0015871,GO:0015697,Sibling (兄弟节点)
GO:0070424,GO:0039531,Sibling (兄弟节点)
GO:1900567,GO:0046483,Uncle/Nephew：1 (叔侄节点)
GO:0106020,GO:0032879,Uncle：1/Nephew (叔侄节点)
GO:0047934,GO:0004344,Uncle：1/Nephew (叔侄节点)
GO:1901751,GO:0001676,Uncle/Nephew：1 (叔侄节点)
GO:1900602,GO:0046394,Sibling (兄弟节点)
GO:0071298,GO:1902075,Uncle：1/Nephew (叔侄节点)
GO:0030583,GO:0032502,No Specific Relationship
GO:0031052,GO:0031049,No Specific Relationship
GO:0042743,GO:0071704,Uncle：1/Nephew (叔侄节点)
GO:0005085,GO:0140678,Uncle：1/Nephew (叔侄节点)
GO:0036102,GO:0001676,Uncle/Nephew：1 (叔侄节点)
GO:0034394,GO:0008104,Uncle：1/Nephew (叔侄节点)
GO:0070926,GO:0022898,Uncle/Nephew：1 (叔侄节点)
GO:0042069,GO:0031323,Uncle/Nephew：1 (叔侄节点)
GO:0005313,GO:0042887,Uncle：1/Nephew (叔侄节点)
GO:0035831,GO:0018130,Uncle：1/Nephew (叔侄节点)
GO:1901010,GO:1901360,Uncle：1/Nephew (叔侄节点)
GO:0051139,GO:0015078,Uncle/Nephew：1 (叔侄节点)
GO:1901530,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:0010908,GO:0042762,Uncle：1/Nephew (叔侄节点)
GO:0018175,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0010836,GO:0051348,No Specific Relationship
GO:0051724,GO:0000295,Uncle/Nephew：1 (叔侄节点)
GO:0003353,GO:0048522,Uncle：1/Nephew (叔侄节点)
GO:0050867,GO:0051240,Uncle/Nephew：1 (叔侄节点)
GO:0030291,GO:0003674,No Specific Relationship
GO:1990743,GO:0036211,Uncle/Nephew：1 (叔侄节点)
GO:0034132,GO:0002683,Uncle：1/Nephew (叔侄节点)
GO:0036386,GO:0051276,Uncle：1/Nephew (叔侄节点)
GO:1901388,GO:0010646,Uncle：1/Nephew (叔侄节点)
GO:0018030,GO:0140096,Uncle：1/Nephew (叔侄节点)
GO:0046177,GO:0009313,Uncle：1/Nephew (叔侄节点)
GO:0045753,GO:0051172,Uncle/Nephew：1 (叔侄节点)
GO:1902063,GO:1901566,Sibling (兄弟节点)
GO:0015701,GO:0019755,Uncle/Nephew：1 (叔侄节点)
GO:1900330,GO:0033238,Sibling (兄弟节点)
GO:0031518,GO:0140513,Sibling (兄弟节点)
GO:0061614,GO:0010586,Uncle：1/Nephew (叔侄节点)
GO:0097268,GO:0099512,Uncle/Nephew：1 (叔侄节点)
GO:0120101,GO:0098797,No Specific Relationship
GO:0015296,GO:0008509,Uncle：1/Nephew (叔侄节点)
GO:0090297,GO:1901860,Uncle：1/Nephew (叔侄节点)
GO:0015913,GO:1902001,Sibling (兄弟节点)
GO:0033202,GO:0044815,Uncle/Nephew：1 (叔侄节点)
GO:0075296,GO:0090068,Uncle：1/Nephew (叔侄节点)
GO:0120190,GO:0032891,Uncle/Nephew：1 (叔侄节点)
GO:0015078,GO:0008324,Uncle：1/Nephew (叔侄节点)
GO:0034143,GO:0062207,Uncle：1/Nephew (叔侄节点)
GO:0004972,GO:0005244,Uncle：1/Nephew (叔侄节点)
GO:0015799,GO:0015850,Uncle：1/Nephew (叔侄节点)
GO:1900608,GO:0046394,Sibling (兄弟节点)
GO:0090251,GO:0008104,Uncle：1/Nephew (叔侄节点)
GO:0071239,GO:1901699,Uncle/Nephew：1 (叔侄节点)
GO:0045764,GO:0031325,Uncle/Nephew：1 (叔侄节点)
GO:1990778,GO:0008104,Uncle：1/Nephew (叔侄节点)
GO:2000119,GO:0051051,Uncle：1/Nephew (叔侄节点)
GO:0140413,GO:0015103,Uncle：1/Nephew (叔侄节点)
GO:0019740,GO:0031667,No Specific Relationship
GO:0007318,GO:0022412,Sibling (兄弟节点)
GO:0019628,GO:0072523,Uncle/Nephew：1 (叔侄节点)
GO:0006794,GO:0006793,No Specific Relationship
GO:1901057,GO:1901576,Uncle：1/Nephew (叔侄节点)
GO:0098660,GO:0055085,Uncle：1/Nephew (叔侄节点)
GO:0075030,GO:0050793,Uncle：1/Nephew (叔侄节点)
GO:0071421,GO:0098655,Uncle：1/Nephew (叔侄节点)
GO:0035436,GO:0055085,Uncle：1/Nephew (叔侄节点)
GO:0046436,GO:0006522,Uncle/Nephew：1 (叔侄节点)
GO:0031049,GO:0040029,No Specific Relationship
GO:0140216,GO:0034763,Uncle：1/Nephew (叔侄节点)
GO:0035833,GO:0018130,Uncle：1/Nephew (叔侄节点)
GO:1904602,GO:0098665,Uncle：1/Nephew (叔侄节点)
GO:0140576,GO:0048878,Uncle：1/Nephew (叔侄节点)
GO:0140550,GO:0106254,Sibling (兄弟节点)
GO:0004363,GO:1904091,No Specific Relationship
GO:0046305,GO:0044272,Uncle/Nephew：1 (叔侄节点)
GO:1990391,GO:1902494,Sibling (兄弟节点)
GO:1902908,GO:0050794,Uncle：1/Nephew (叔侄节点)
GO:0015908,GO:0015718,Uncle/Nephew：1 (叔侄节点)
GO:0042697,GO:1990636,No Specific Relationship
GO:0015345,GO:0015603,Uncle：1/Nephew (叔侄节点)
GO:0018149,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0099129,GO:0070252,Uncle/Nephew：1 (叔侄节点)
GO:0006885,GO:0065007,No Specific Relationship
GO:0035431,GO:0034763,Uncle：1/Nephew (叔侄节点)
GO:0052594,GO:0008131,Sibling (兄弟节点)
GO:1900540,GO:0046395,Sibling (兄弟节点)
GO:1900177,GO:0051171,Uncle/Nephew：1 (叔侄节点)
GO:1903927,GO:1902074,Uncle/Nephew：1 (叔侄节点)
GO:0070909,GO:0042887,Uncle：1/Nephew (叔侄节点)
GO:0051938,GO:0042886,Uncle/Nephew：1 (叔侄节点)
GO:2000212,GO:0034249,Uncle：1/Nephew (叔侄节点)
GO:0044406,GO:0051701,Sibling (兄弟节点)
GO:1902086,GO:0046394,Sibling (兄弟节点)
GO:0044029,GO:0045815,No Specific Relationship
GO:0006705,GO:0042446,Uncle：1/Nephew (叔侄节点)
GO:0062176,GO:0006338,No Specific Relationship
GO:0097149,GO:0140535,Sibling (兄弟节点)
GO:0033271,GO:0015850,Uncle/Nephew：1 (叔侄节点)
GO:0039506,GO:0019054,Sibling (兄弟节点)
GO:0005309,GO:0005343,Sibling (兄弟节点)
GO:0010348,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:0034659,GO:0015718,Uncle/Nephew：1 (叔侄节点)
GO:0015057,GO:0001648,Sibling (兄弟节点)
GO:0006716,GO:0042445,Uncle：1/Nephew (叔侄节点)
GO:1904351,GO:0042177,Uncle：1/Nephew (叔侄节点)
GO:0061507,GO:0140702,Sibling (兄弟节点)
GO:1903795,GO:0034762,Uncle：1/Nephew (叔侄节点)
GO:0046415,GO:0044281,Uncle：1/Nephew (叔侄节点)
GO:1901389,GO:0010648,Uncle：1/Nephew (叔侄节点)
GO:1900071,GO:0051049,Uncle：1/Nephew (叔侄节点)
GO:0070848,GO:0009719,Uncle：1/Nephew (叔侄节点)
GO:0033266,GO:0015418,Sibling (兄弟节点)
GO:1900350,GO:0033240,Sibling (兄弟节点)
GO:0120247,GO:1901576,Sibling (兄弟节点)
GO:0010964,GO:0060966,Uncle/Nephew：1 (叔侄节点)
GO:0015881,GO:1905039,Uncle/Nephew：1 (叔侄节点)
GO:1905693,GO:0031326,Uncle：1/Nephew (叔侄节点)
GO:0048641,GO:1901861,Uncle：1/Nephew (叔侄节点)
GO:0050661,GO:0030554,Uncle/Nephew：1 (叔侄节点)
GO:0006742,GO:0006195,Uncle/Nephew：1 (叔侄节点)
GO:1903965,GO:0009062,Uncle/Nephew：1 (叔侄节点)
GO:0015085,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:0044524,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0071091,GO:1902494,Uncle：1/Nephew (叔侄节点)
GO:0017006,GO:0036211,Uncle：1/Nephew (叔侄节点)
GO:0071506,GO:1902075,Uncle/Nephew：1 (叔侄节点)
GO:0039503,GO:0019049,Uncle：1/Nephew (叔侄节点)
GO:2001303,GO:0042759,Uncle/Nephew：1 (叔侄节点)
GO:0035430,GO:0034762,Uncle：1/Nephew (叔侄节点)
GO:0042962,GO:0022853,Uncle：1/Nephew (叔侄节点)
GO:0008796,GO:0016462,Uncle：1/Nephew (叔侄节点)
GO:0034144,GO:0009968,Uncle：1/Nephew (叔侄节点)
GO:0033265,GO:0050997,Uncle：1/Nephew (叔侄节点)
GO:0080188,GO:0031048,Uncle/Nephew：1 (叔侄节点)
GO:0015311,GO:0015297,Uncle/Nephew：1 (叔侄节点)
GO:0061697,GO:0140096,Uncle：1/Nephew (叔侄节点)
GO:0120264,GO:0032879,Uncle：1/Nephew (叔侄节点)
GO:0052593,GO:0052595,Sibling (兄弟节点)
GO:0009758,GO:0031667,No Specific Relationship
GO:0009346,GO:0140535,Uncle/Nephew：1 (叔侄节点)
GO:0044000,GO:0051701,Uncle：1/Nephew (叔侄节点)
GO:0034307,GO:0010564,Uncle：1/Nephew (叔侄节点)
GO:0005313,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:0062168,GO:0048523,Uncle：1/Nephew (叔侄节点)
GO:1901152,GO:0046173,No Specific Relationship
GO:0035750,GO:0008104,Uncle：1/Nephew (叔侄节点)
GO:0015870,GO:0015697,Sibling (兄弟节点)
GO:0032849,GO:0051452,Uncle/Nephew：1 (叔侄节点)
GO:0019442,GO:0043605,Uncle：1/Nephew (叔侄节点)
GO:0019098,GO:0022414,Uncle/Nephew：1 (叔侄节点)
GO:0043714,GO:0016747,Uncle/Nephew：1 (叔侄节点)
GO:0010853,GO:0008047,Uncle/Nephew：1 (叔侄节点)
GO:2000059,GO:0031330,Uncle：1/Nephew (叔侄节点)
GO:0015654,GO:1901702,Uncle：1/Nephew (叔侄节点)
GO:1900815,GO:0046394,Sibling (兄弟节点)
GO:0034743,GO:1905360,Uncle/Nephew：1 (叔侄节点)
GO:1901645,GO:0050678,Sibling (兄弟节点)
GO:0019087,GO:0019054,Sibling (兄弟节点)
GO:0006264,GO:0032042,Uncle：1/Nephew (叔侄节点)
GO:0034746,GO:1905360,Uncle/Nephew：1 (叔侄节点)
